Producto;Fecha;Precio AND (€/Kg);Precio MAD (€/Kg);Valor AND (miles €);Valor MAD (miles €);Volumen AND (miles kg);Volumen MAD (miles kg);Precio CLM (€/Kg);Precio CYL (€/Kg);Precio CAT (€/Kg);Valor CLM (miles €);Valor CYL (miles €);Valor CAT (miles €);Volumen CLM (miles kg);Volumen CYL (miles kg);Volumen CAT (miles kg);Poblacion AND;Poblacion MAD;Poblacion CLM;Poblacion CYL;Poblacion CAT
MANGO;01/2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
TOMATES;02/2018;1.379;1.668;9934.645;9547.055;7204.977;5724.789;1.451;1.591;1.842;2434.595;2209.544;13028.58;1677.8;1388.479;7072.603;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
CEBOLLAS;02/2018;0.975;1.046;4082.921;3160.306;4189.457;3020.735;0.977;1.079;1.187;701.432;919.574;5767.273;717.666;852.079;4857.813;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
AJOS;02/2018;3.946;4.031;1950.944;1581.071;494.44;392.223;3.673;4.62;4.368;354.492;450.694;1812.318;96.51;97.553;414.935;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
COLES;02/2018;1.088;1.145;715.39;915.471;657.772;799.585;1.042;1.126;1.135;200.063;376.194;1639.838;191.94;334.139;1445.35;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
PEPINOS;02/2018;1.552;1.679;1183.474;914.204;762.572;544.558;1.5;1.602;1.753;278.867;185.342;1165.181;185.912;115.686;664.791;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
JUDIAS VERDES;02/2018;3.028;2.749;2392.668;2984.407;790.299;1085.531;2.886;2.777;3.126;749.392;657.206;4792.464;259.633;236.628;1532.882;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
PIMIENTOS;02/2018;1.867;1.908;4628.659;4642.344;2479.179;2433.15;1.811;1.908;1.947;996.762;1494.343;5017.048;550.526;783.164;2576.832;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
CHAMPIÑONES+O.SETAS;02/2018;3.738;3.645;3086.023;2813.648;825.631;771.877;3.995;3.32;3.266;1168.544;822.774;3142.671;292.502;247.858;962.246;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
LECHUGA/ESC./ENDIVIA;02/2018;2.923;3.203;4691.531;3712.162;1605.132;1159.097;3.093;2.414;2.82;907.121;1354.154;6305.552;293.313;560.968;2235.721;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
ESPARRAGOS;02/2018;2.658;3.297;911.967;1061.487;343.07;321.929;2.947;2.555;2.099;297.351;81.105;1275.96;100.894;31.748;607.9;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
VERDURAS DE HOJA;02/2018;2.652;2.222;2172.303;1836.18;819.101;826.203;2.191;3.041;2.27;488.893;326.052;2304.825;223.114;107.206;1015.226;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
BERENJENAS;02/2018;1.616;1.578;1382.007;963.433;855.135;610.507;1.91;1.849;1.66;195.155;257.262;1741.736;102.202;139.13;1049.013;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
ZANAHORIAS;02/2018;0.785;0.864;1665.532;1584.357;2122.511;1834.286;0.798;0.73;0.873;320.621;513.956;1741.102;401.624;704.092;1995.388;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
CALABACINES;02/2018;1.428;1.427;3110.424;3180.121;2178.379;2228.237;1.501;1.375;1.543;850.858;926.223;3656.687;566.696;673.703;2370.565;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
BROCOLI;02/2018;1.638;1.7;1336.529;1462.841;816.12;860.599;1.495;1.354;1.206;274.062;369.838;1618.954;183.274;273.132;1341.907;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
ALCACHOFAS;02/2018;1.656;1.998;2457.932;2099.597;1484.292;1050.922;1.612;1.776;1.985;453.176;348.561;5435.239;281.07;196.226;2738.431;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
APIO;02/2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
COLIFLOR;02/2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
PUERRO;02/2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
NARANJAS;02/2018;0.914;0.93;13042.81;11685.94;14263.48;12564.36;0.824;0.87;1.014;3853.945;5414.592;14617.49;4676.078;6221.164;14420.32;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
MANDARINAS;02/2018;1.459;1.634;7944.987;8717.372;5444.509;5335.701;1.462;1.472;1.698;2349.468;2815.214;10891.0;1607.265;1912.879;6414.634;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
LIMONES;02/2018;1.522;1.563;1539.571;1792.496;1011.33;1146.987;1.395;1.55;1.686;434.49;525.466;2159.247;311.396;339.01;1281.013;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
PLATANOS;02/2018;1.405;1.555;11549.57;10247.36;8223.166;6591.267;1.461;1.395;1.566;2678.674;3529.541;12065.05;1833.444;2530.279;7702.323;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
MANZANAS;02/2018;1.404;1.568;8358.604;7878.335;5951.82;5022.991;1.401;1.374;1.474;2209.3;3627.792;8615.1;1577.493;2639.681;5845.454;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
PERAS;02/2018;1.443;1.51;4454.852;4473.098;3087.117;2962.398;1.432;1.445;1.574;1122.25;1917.529;4616.513;783.744;1327.269;2932.536;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
MELOCOTONES;02/2018;2.566;3.442;58.821;145.325;22.925;42.215;3.587;2.373;2.186;48.125;20.193;47.067;13.417;8.509;21.53;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
NECTARINAS;02/2018;1.778;1.481;52.628;149.699;29.592;101.104;1.375;1.131;2.987;36.668;55.25;157.604;26.662;48.841;52.771;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
ALBARICOQUES;02/2018;0.975;0.757;15.276;1.235;15.672;1.631;0.0;0.0;0.987;0.0;0.0;4.652;0.0;0.0;4.712;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
FRESAS/FRESON;02/2018;3.143;3.227;9504.295;7129.096;3024.251;2208.861;3.306;3.056;3.289;2328.36;2124.156;7626.133;704.212;695.086;2318.982;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
MELON;02/2018;1.264;1.519;991.307;1343.988;784.262;884.767;1.543;1.533;1.029;383.298;297.752;1732.543;248.355;194.197;1683.929;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
SANDIA;02/2018;1.775;0.722;73.454;68.968;41.391;95.551;4.471;1.854;2.048;38.306;17.503;54.83;8.568;9.439;26.775;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
CIRUELAS;02/2018;2.9;3.245;468.576;297.384;161.598;91.634;2.639;3.182;3.589;55.373;84.369;426.407;20.984;26.511;118.804;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
CEREZAS;02/2018;6.591;2.399;169.325;46.704;25.691;19.468;1.989;5.377;4.271;12.063;47.015;212.661;6.066;8.743;49.794;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
UVAS;02/2018;3.487;3.312;1021.292;1248.479;292.882;376.926;3.481;3.559;4.196;266.481;390.604;1673.71;76.552;109.755;398.89;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
KIWI;02/2018;2.788;2.663;4084.391;5141.29;1464.729;1930.4;2.547;2.626;2.91;1263.158;1670.924;4485.763;495.933;636.408;1541.513;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
AGUACATE;02/2018;3.254;3.084;2533.799;1773.748;778.644;575.18;3.247;3.239;3.32;335.495;524.481;2062.201;103.339;161.949;621.146;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
PIÑA;02/2018;1.502;1.721;1482.148;1375.012;986.787;798.98;1.424;1.499;1.715;359.229;662.912;2066.592;252.244;442.273;1204.917;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
POMELO;02/2018;1.434;1.705;245.844;207.488;171.474;121.724;1.631;1.539;1.654;54.068;118.531;280.59;33.144;77.017;169.688;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
CHIRIMOYA;02/2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
MANGO;02/2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
TOMATES;03/2018;1.39;1.654;11584.52;9628.919;8333.524;5822.663;1.516;1.555;1.706;3369.836;2561.657;14996.5;2222.724;1646.858;8788.521;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
CEBOLLAS;03/2018;1.009;1.062;4780.452;3648.068;4735.59;3434.712;1.011;1.129;1.14;927.312;1081.909;6083.156;917.625;957.868;5336.772;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
AJOS;03/2018;3.906;4.034;2456.086;1482.069;628.761;367.416;3.907;3.905;4.243;545.344;446.77;1871.057;139.573;114.41;441.014;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
